title,file_name,file_link
BANK INDONESIA REGULATION NO. 7/52/PBI/2005 OPERATION OF CARD-BASED PAYMENT INSTRUMENT ACTIVITIES,Operation Of Card-Based Payment Instrument Activities,https://www.bi.go.id/en/publikasi/peraturan/Documents/b9981da83c354b0d8c8b67333d57343dpbi_075205_eng.pdf
"CIRCULAR LETTER NO. 7/56/DPBS - ANNUAL REPORT, QUARTERLY AND MONTHLY PUBLISHED FINANCIAL STATEMENTS AS WELL AS SPECIFIC BANK STATEMENT SUBMITTED TO BANK INDONESIA",Circular Letter No.7/56/DPbS,https://www.bi.go.id/en/publikasi/peraturan/Documents/12b90be9c44b40d2a85b7c4ed3f4900dSE756DPbS.pdf
BANK INDONESIA REGULATION NO. 7/49/PBI/2005 THE SECOND AMENDMENT ON BANK INDONESIA REGULATION NUMBER 6/15/PBI/2004 CONCERNING STATUTORY RESERVES IN RUPIAHS AND FOREIGN CURRENCIES AT BANK INDONESIA FOR COMMERCIAL BANKS,The Second Amendment On Bank Indonesia Regulation Number 6/15/PBI/2004 Concerning Statutory Reserves In Rupiahs And Foreign Currencies At Bank Indonesia For Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/ba336d9ce8d24dc0a70d4e5d8b5d0bdbpbi74905eng.pdf
BANK INDONESIA REGULATION NO.7/50/PBI/2005 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 3/22/PBI/2001 CONCERNING TRANSPARENCY OF FINANCIAL CONDITION OF BANKS,Amendment To Bank Indonesia Regulation Number 3/22/PBI/2001 Concerning Transparency Of Financial Condition Of Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/6d684f94d173433f9892635a06365460pbi75005eng.pdf
CIRCULAR LETTER NO. 7/53/DPBS - MINIMUM CAPITAL ADEQUACY REQUIREMENT (KPMM) FOR COMMERCIAL BANK CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLE,Circular Letter No.7/53/DPbS,https://www.bi.go.id/en/publikasi/peraturan/Documents/362c17d6724b439d802492db315e8bf0SE753DPbS.pdf
BANK INDONESIA REGULATION NO. 7/46/PBI/2005 FUNDS MOBILIZATION AND FINANCING AGREEMENTS FOR BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES,Funds Mobilization And Financing Agreements For Banks Conducting Business Based On Sharia Principles,https://www.bi.go.id/en/publikasi/peraturan/Documents/75d54552e60b40089a8bb5144473d2d2PBI74605eng.pdf
BANK INDONESIA REGULATION NO. 7/44/PBI/2005 SECOND AMENDMENT TO BANK INDONESIA REGULATION NUMBER 5/5/PBI/2003 CONCERNING RUPIAH AND FOREX MONEY MARKET BROKERAGE COMPANIES,Second Amendment To Bank Indonesia Regulation Number 5/5/PBI/2003 Concerning Rupiah And Forex Money Market Brokerage Companies,https://www.bi.go.id/en/publikasi/peraturan/Documents/2017d15ab9ec42688be97ab32a31d59fpbi74405eng.pdf
"BANK INDONESIA REGULATION NUMBER : 7/42/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 50,000 (FIFTY THOUSAND) RUPIAH DENOMINATION","Bank Indonesia Regulation Number : 7/42/PBI/2005 Concerning Issuance And Circulation Of The Year 2005 Issue Of Banknotes In The 50,000 (Fifty Thousand) Rupiah Denomination",https://www.bi.go.id/en/publikasi/peraturan/Documents/0b3cfa04db8142bb8a240364bcb64ea3PBI742PBI2005.pdf
"BANK INDONESIA REGULATION NUMBER : 7/40/PBI/2005 CONCERNING ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF BANKNOTES IN THE 10,000 (TEN THOUSAND)  RUPIAH DENOMINATION","Bank Indonesia Regulation Number : 7/40/PBI/2005 Concerning Issuance And Circulation Of The Year 2005 Issue Of Banknotes In The 10,000 (Ten Thousand) Rupiah Denomination",https://www.bi.go.id/en/publikasi/peraturan/Documents/a88e542cf5d544cf98675ec2297da0a8PBI740PBI2005.pdf
"BANK INDONESIA REGULATION NO. 7/43/PBI/2005 ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF COMMEMORATIVE CURRENCY AS UNCUT NOTES IN THE 50,000 (FIFTY THOUSAND) RUPIAH DENOMINATION","Issuance And Circulation Of The Year 2005 Issue Of Commemorative Currency As Uncut Notes In The 50,000 (fifty Thousand) Rupiah Denomination",https://www.bi.go.id/en/publikasi/peraturan/Documents/8535802d20144b9caedaa83a26ecc9c8pbi74305eng.pdf
"BANK INDONESIA REGULATION NO. 7/41/PBI/2005 ISSUANCE AND CIRCULATION OF THE YEAR 2005 ISSUE OF COMMEMORATIVE CURRENCY AS UNCUT NOTES IN THE 10,000 (TEN THOUSAND) RUPIAH DENOMINATION","Issuance And Circulation Of The Year 2005 Issue Of Commemorative Currency As Uncut Notes In The 10,000 (ten Thousand) Rupiah Denomination",https://www.bi.go.id/en/publikasi/peraturan/Documents/16864efda7f24f37936a9591fffe8f69pbi74105eng.pdf
BANK INDONESIA REGULATION NO.7/38/PBI/2005 - AMENDMENT ON BANK INDONESIA REGULATION NO.6/9/PBI/2004 CONCERNING THE SUBSEQUENT ACTIONS FOR SUPERVISION AN DESIGNATION OF BANK’S STATU,Bank Indonesia Regulation No.7/38/PBI/2005,https://www.bi.go.id/en/publikasi/peraturan/Documents/0bb5fb82fb82497ebecc14615284acdfPBI7382005ENG.pdf
BANK INDONESIA REGULATION NO. 7/37/PBI/2005 SECOND AMENDMENT TO BANK INDONESIA REGULATION NUMBER 5/13/2003 CONCERNING THE NET OPEN POSITION FOR COMMERCIAL BANKS,Second Amendment To Bank Indonesia Regulation Number 5/13/2003 Concerning The Net Open Position For Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/a23c301d7b24476bb76c227d2621d276pbi73705eng1.pdf
BANK INDONESIA REGULATION NO. 7/36/PBI/2005 SWAP HEDGING TRANSACTIONS,Swap Hedging Transactions,https://www.bi.go.id/en/publikasi/peraturan/Documents/cf19ee3b13af4cf1983c3c39e57e45f4pbi73605eng.pdf
CIRCULAR LETTER NUMBER NO. 7/45/DPD - DERIVATIVE TRANSACTION,Circular Letter Number No. 7/45/DPD,https://www.bi.go.id/en/publikasi/peraturan/Documents/457750fdd94a4e239c04c54c07d21f5bSE_074505.pdf
CIRCULAR LETTER NO. 7/44/DPD AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NO. 7/23/DPD CONCERNING RESTRICTIONS ON RUPIAH TRANSACTIONS AND FOREIGN CURRENCY LENDING BY BANKS.,Amendment to Circular Letter of Bank Indonesia No. 7/23/DPD concerning Restrictions on Rupiah Transactions and Foreign Currency Lending by Banks.,https://www.bi.go.id/en/publikasi/peraturan/Documents/a63661098b3c4fbfb792f27a1fb109a7cl74405eng.pdf
BANK INDONESIA REGULATION NO. 7/31/PBI/2005 DERIVATIVE TRANSACTIONS,Derivative Transactions,https://www.bi.go.id/en/publikasi/peraturan/Documents/07562bc92e71467bb6178e15322dec55pbi73105eng.pdf
BANK INDONESIA REGULATION NO. 7/30/PBI/2005 THIRD AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,Third Amendment to Bank Indonesia Regulation Number 4/9/PBI/2002 Concerning Open Market Operations,https://www.bi.go.id/en/publikasi/peraturan/Documents/4e0ac024478d46c8bbcdaeb52683482apbi73005eng.pdf
BANK INDONESIA REGULATION NO. 7/29/PBI/2005 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 6/15/PBI/2004 CONCERNING STATUTORY RESERVES AT BANK INDONESIA FOR COMMERCIAL BANKS IN RUPIAHS AND FOREIGN CURRENCIES,Amendment To Bank Indonesia Regulation Number 6/15/PBI/2004 Concerning Statutory Reserves At Bank Indonesia For Commercial Banks In Rupiahs And Foreign Currencies,https://www.bi.go.id/en/publikasi/peraturan/Documents/dde66859015c4c709c75c64a97966811pbi72905eng.pdf
CIRCULAR LETTER NO. 7/42/DPNP STATUTORY RESERVES REQUIREMENT AT BANK INDONESIA IN RUPIAHS AND FOREIGN CURRENCIES FOR COMMERCIAL BANKS,Statutory Reserves Requirement at Bank Indonesia in Rupiahs and Foreign Currencies for Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/a814d219b03c4692a81a305367fca8a8se74205eng.pdf
BANK INDONESIA REGULATION NO. 7/27/PBI/2005 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 3/17/PBI/2001 CONCERNING COMMERCIAL BANK PERIODIC REPORTS,Amendment To Bank Indonesia Regulation Number 3/17/PBI/2001 Concerning Commercial Bank Periodic Reports,https://www.bi.go.id/en/publikasi/peraturan/Documents/dc4eb7c7066c4e91b33684e313047614pbi72705eng.pdf
BANK INDONESIA REGULATION NO. 7/25/PBI/2005 RISK MANAGEMENT CERTIFICATION FOR MANAGEMENT AND OFFICERS OF COMMERCIAL BANKS,Risk Management Certification for Management and Officers of Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/d67cad8f8f67435381196d6a7c3ccb38pbi72505eng.pdf
BANK INDONESIA REGULATION NO. 7/24/PBI/2005 THE INTRADAY LIQUIDITY FACILITY FOR SHARIA BANKS,The Intraday Liquidity Facility For Sharia Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/95b46620c5824d57ad98f1e934e87784pbi72405eng.pdf
BANK INDONESIA REGULATION NO. 7/23/PBI/2005 THE SHORT-TERM FINANCING FACILITY FOR SHARIA BANKS,The Short-term Financing Facility For Sharia Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/60e7df8fe78f4daa90713a4bcd89c84apbi72305eng.pdf
BANK INDONESIA REGULATION NO. 7/22/PBI/2005 THE INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANKS,The Intraday Liquidity Facility For Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/1ba24162048641ff890907d3191570b4pbi72205eng.pdf
BANK INDONESIA REGULATION NO. 7/21/PBI/2005 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 5/15/PBI/2003 CONCERNING THE SHORT-TERM FUNDING FACILITY FOR COMMERCIAL BANKS,Amendment To Bank Indonesia Regulation Number 5/15/PBI/2003 Concerning The Short-term Funding Facility For Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/35fe05c3708a4c788790ba90ead089d9pbi72105eng.pdf
CIRCULAR LETTER NO. 7/32/DPM INTEREST RATE MARGINS FOR THE BLANKET GUARANTEE FOR THIRD PARTY DEPOSITS AND INTERBANK MONEY MARKET PLACEMENTS,Interest Rate Margins for the Blanket Guarantee for Third Party Deposits and Interbank Money Market Placements,https://www.bi.go.id/en/publikasi/peraturan/Documents/87a859978a5647fbade64644d1c655a9se73205dpmeng.pdf
BANK INDONESIA REGULATION NO. 7/20/PBI/2005 - AMENDMENT ON REGULATION OF BANK INDONESIA NUMBER 5/5/PBI/2003 CONCERNING BROKER COMPANY OF RUPIAH AND FOREIGN CURRENCY MONEY MARKET,Bank Indonesia Regulation No. 7/20/PBI/2005,https://www.bi.go.id/en/publikasi/peraturan/Documents/ec008b7a889e461ab6a76162a1d223d3PBI_072005.pdf
"BANK INDONESIA REGULATION NO. 7/19/PBI/2005 ISSUANCE, SALE AND PURCHASE, AND ADMINISTRATION OF GOVERNMENT SECURITIES","Issuance, Sale And Purchase, And Administration Of Government Securities",https://www.bi.go.id/en/publikasi/peraturan/Documents/8b142131b77843d6acbe9a1d4b55d1ddpbi71905eng.pdf
CIRCULAR LETTER NO. 7/23/DPD RESTRICTIONS ON RUPIAH TRANSACTIONS AND FOREIGN CURRENCY LENDING BY BANKS,Restrictions on Rupiah Transactions and Foreign Currency Lending by Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/bc647becc1af41dfa66bb5b4dc9b8b9fse72305eng.pdf
"CIRCULAR LETTER NUMBER 7/22/DLN - REVISION OF CIRCULAR OF BANK INDONESIA NO.6/51/DLN DATED DECEMBER 31, 2004 CONCERNING THE EXTERNAL DEBT REPORTING OBLIGATION",Circular Letter Number 7/22/DLN,https://www.bi.go.id/en/publikasi/peraturan/Documents/3a7ae05ebb784bd0b8fe7ccc01631a37SE_072205.pdf
"BANK INDONESIA REGULATION NO. 7/17/PBI/2005 SPECIAL TREATMENT FOR RURAL BANKS FOLLOWING THE NATURAL DISASTERS IN NANGGROE ACEH DARUSSALAM PROVINCE AND NIAS REGENCY, NORTH SUMATRA PROVINCE","Special Treatment For Rural Banks Following The Natural Disasters In Nanggroe Aceh Darussalam Province And Nias Regency, North Sumatra Province",https://www.bi.go.id/en/publikasi/peraturan/Documents/3e1006b2517b430698b70345396afa4apbi71705eng.pdf
"BANK INDONESIA REGULATION NO. 7/16/PBI/2005 SAFE DEPOSIT OF SECURITIES, IMPORTANT DOCUMENTS, AND VALUABLES AT BANK INDONESIA","Safe Deposit of Securities, Important Documents, and Valuables at Bank Indonesia",https://www.bi.go.id/en/publikasi/peraturan/Documents/81da21c4bedb4627bcf7d22f1b4d263fpbi71605eng.pdf
BANK INDONESIA REGULATION NO. 7/15/PBI/2005 MINIMUM TIER ONE CAPITAL FOR COMMERCIAL BANKS,Minimum Tier One Capital For Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/684cdaacc98b4a4898a0743c58f07248pbi71505eng.pdf
"CIRCULAR LETTER NO. 7/21/DPM PROCEDURES FOR SAFE DEPOSIT OF SECURITIES, IMPORTANT DOCUMENTS AND VALUABLES AT BANK INDONESIA  AND  APPENDIX","Procedures for Safe Deposit of Securities, Important Documents and Valuables at Bank Indonesia",https://www.bi.go.id/en/publikasi/peraturan/Documents/005f8252b0a742419b3283ee4e34996ccl72105eng.pdf
"CIRCULAR LETTER NO. 7/21/DPM PROCEDURES FOR SAFE DEPOSIT OF SECURITIES, IMPORTANT DOCUMENTS AND VALUABLES AT BANK INDONESIA  AND  APPENDIX",appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/fb8a7341ba8942b28763c69a56af5b8alampcl72105.pdf
CIRCULAR LETTER NO. 7/20/DPM BLANKET GUARANTEE INTEREST RATE FOR THIRD PARTY DEPOSIT AND INTER BANK MONEY MARKET,Blanket Guarantee Interest Rate for Third Party Deposit and Inter Bank Money Market,https://www.bi.go.id/en/publikasi/peraturan/Documents/f9719367fb7544b3afd72ab900d37074cl72005eng.pdf
BANK INDONESIA REGULATION NO. 7/14/PBI/2005 RESTRICTIONS ON RUPIAH TRANSACTIONS AND FOREIGN CURRENCY LENDING BY BANKS,Restrictions On Rupiah Transactions And Foreign Currency Lending By Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/595ad1bef26647be968e782f2f5931ccpbi71405engrev.pdf
CIRCULAR LETTER NO. 7/19/DPNP APPLICATION OF RISK MANAGEMENT FOR BANKS CONDUCTING ACTIVITIES RELATED TO MUTUAL FUNDS  AND  APPENDIX,Application of Risk Management for Banks Conducting Activities Related to Mutual Funds,https://www.bi.go.id/en/publikasi/peraturan/Documents/34709e9b58284b579ce004c0fa3141c9cl71905eng.pdf
CIRCULAR LETTER NO. 7/19/DPNP APPLICATION OF RISK MANAGEMENT FOR BANKS CONDUCTING ACTIVITIES RELATED TO MUTUAL FUNDS  AND  APPENDIX,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/bac36d6608af4e6cb969b88854883961appdxcl71905eng.pdf
BANK INDONESIA REGULATION NO. 7/13/PBI/2005 THE MINIMUM CAPITAL ADEQUACY REQUIREMENT FOR COMMERCIAL BANKS BASED ON SHARIA PRINCIPLES,The Minimum Capital Adequacy Requirement For Commercial Banks Based On Sharia Principles,https://www.bi.go.id/en/publikasi/peraturan/Documents/0ff405c8f7e94d5096dcb75494dcf3f2pbi71305eng.pdf
"CIRCULAR LETTER NO. 7/18/DPM THE FOURTH ALTERATION ON BANK INDONESIA CIRCULAR LETTER NUMBER 6/17/DPM DATED APRIL, 2004 CONCERNING SECONDARY MARKET TRADING OF BANK INDONESIA CERTIFICATE BY REPURCHASE AGREEMENT WITH BANK INDONESIA","The Fourth Alteration on Bank Indonesia Circular Letter Number 6/17/DPM Dated April, 2004 concerning Secondary Market Trading of Bank Indonesia Certificate by Repurchase Agreement with Bank Indonesia",https://www.bi.go.id/en/publikasi/peraturan/Documents/54ecabe812c7498ab0d0a26533fa0e03se71805eng.pdf
CIRCULAR LETTER NO. 7/17/DPM BLANKET GUARANTEE INTEREST RATE FOR THIRD PARTY DEPOSIT AND INTER BANK MONEY MARKET,Blanket Guarantee Interest Rate for Third Party Deposit and Inter Bank Money Market,https://www.bi.go.id/en/publikasi/peraturan/Documents/90eecb0bb6894e6ba7f807b99de6f351se71705eng.pdf
CIRCULAR LETTER NO. 7/15/DPM BLANKET GUARANTEE INTEREST RATE FOR THIRD PARTY DEPOSIT AND INTER BANK MONEY MARKET,Blanket Guarantee Interest Rate for Third Party Deposit and Inter Bank Money Market,https://www.bi.go.id/en/publikasi/peraturan/Documents/e0cb6239aafb4d8d89eb45318b183385cl71505eng.pdf
"CIRCULAR LETTER NO. 7/12/DPM THE THIRD ALTERATION ON BANK INDONESIA CIRCULAR LETTER NUMBER 6/17/DPM DATED APRIL 6, 2004 CONCERNING SECONDARY MARKET TRADING OF BANK INDONESIA CERTIFICATES UNDER REPURCHASE AGREEMENT (REPO) WITH BANK INDONESIA","The Third Alteration on Bank Indonesia Circular Letter Number 6/17/DPM Dated April 6, 2004 concerning Secondary Market Trading of Bank Indonesia Certificates under Repurchase Agreement (Repo) with Bank Indonesia",https://www.bi.go.id/en/publikasi/peraturan/Documents/fd062d66115f4de49d0c8320b65f34adSE712DPMeng.pdf
BANK INDONESIA REGULATION NO. 7/11/PBI/2005 ALTERATION ON BANK INDONESIA REGULATION NUMBER 6/11/PBI/2004 CONCERNING BLANKET GUARANTEE INTEREST RATE AND INTER BANK MONEY MARKET,Alteration On Bank Indonesia Regulation Number 6/11/PBI/2004 Concerning Blanket Guarantee Interest Rate And Inter Bank Money Market,https://www.bi.go.id/en/publikasi/peraturan/Documents/c54913550ea9432389b3da42494f1e03pbi71105eng.pdf
CIRCULAR LETTER NO. 7/9/DPNP DEBTOR INFORMATION SYSTEM  AND  APPENDIX,Debtor Information System,https://www.bi.go.id/en/publikasi/peraturan/Documents/4939499a447541619e962a391004dd4cse7905dpnpeng.pdf
CIRCULAR LETTER NO. 7/9/DPNP DEBTOR INFORMATION SYSTEM  AND  APPENDIX,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/11cf9b482cdd4d789a431301d7dbd941lampse7905dpnpeng.zip
CIRCULAR LETTER NO. 7/9/DPNP DEBTOR INFORMATION SYSTEM  AND  APPENDIX,Debtor Information System,https://www.bi.go.id/en/publikasi/peraturan/Documents/583623cdaf904803b97c537813f17933se7905dpnpeng.pdf
CIRCULAR LETTER NO. 7/9/DPNP DEBTOR INFORMATION SYSTEM  AND  APPENDIX,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/3ad7e75846a64dc3b7adbc8a1b9cffeelampse7905dpnpeng.zip
"CIRCULAR LETTER NO. 7/11/DPM THE NINTH ALTERATION ON BANK INDONESIA CIRCULAR LETTER NO. 6/20/DPM DATED APRIL 26, 2004 CONCERNING THE INTEREST RATE FOR THIRD PARTY DEPOSIT AND INTERBANK MONEY MARKET UNDER GOVERNMENT GUARANTEE","The Ninth Alteration on Bank Indonesia Circular Letter No. 6/20/DPM Dated April 26, 2004 Concerning the Interest Rate for Third Party Deposit and Interbank Money Market under Government Guarantee",https://www.bi.go.id/en/publikasi/peraturan/Documents/964f1c6b796b40e697226faf7dfcd15dSE711dpmeng.pdf
CIRCULAR LETTER NO. 7/ 8 /DPNP RATING AGENCIES AND RATINGS ACKNOWLEDGED BY BANK INDONESIA,Rating Agencies and Ratings Acknowledged by Bank Indonesia,https://www.bi.go.id/en/publikasi/peraturan/Documents/1f82dbea675d4776a7254c54299f3ab8se7805dpnp.pdf
BANK INDONESIA REGULATION NO. 7/10/PBI/2005 COMMERCIAL BANK DAILY REPORT,Commercial Bank Daily Report,https://www.bi.go.id/en/publikasi/peraturan/Documents/2dc9e73a8a0e4423b91b72097b95b825pbi71005eng.pdf
"CIRCULAR LETTER NO. 7/6/DPM THE EIGHTH ALTERATION ON BANK INDONESIA CIRCULAR LETTER NO.6/20/DPM DATED APRIL 26, 2004 CONCERNING THE INTEREST RATE FOR THIRD PARTY DEPOSIT AND INTERBANK MONEY MARKET UNDER GOVERNMENT GUARANTEE","The Eighth Alteration on Bank Indonesia Circular Letter No.6/20/DPM Dated April 26, 2004 Concerning the Interest Rate for Third Party Deposit and Interbank Money Market under Government Guarantee",https://www.bi.go.id/en/publikasi/peraturan/Documents/dfcc6d0a320a446399c04541410db305SE76DPMeng.pdf
CIRCULAR LETTER NO. 7/5/DPBS COMMERCIAL BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES AND APPENDIX,Commercial Banks Conducting Business Based on Sharia Principles,https://www.bi.go.id/en/publikasi/peraturan/Documents/8951b7aa95c74e7d97d3e1fd74cafb20se_7506_eng.pdf
CIRCULAR LETTER NO. 7/5/DPBS COMMERCIAL BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES AND APPENDIX,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/2c7364fbed3f40bdb2d75b10c4eee824lamp_se_7506_eng.zip
"CIRCULAR LETTER NO. 7/4/DPM AMENDMENTS ON CIRCULAR LETTER NUMBER 6/5/DPM DATED FEBRUARY 16, 2004 CONCERNING IMPLEMENTATION AND SETTLEMENTS OF BANK INDONESIA DEPOSIT FACILITY IN RUPIAH CURRENCY (FASBI)","Amendments on Circular letter Number 6/5/DPM dated February 16, 2004 concerning Implementation and Settlements of Bank Indonesia Deposit Facility in Rupiah Currency (FASBI)",https://www.bi.go.id/en/publikasi/peraturan/Documents/d62bf9c5069b48779ad9df9b0ac2ff4dse7405dpm_eng.pdf
CIRCULAR LETTER NO. 7/3/DPNP ASSET QUALITY RATING FOR COMMERCIAL BANKS  AND  APPENDIX,Asset Quality Rating for Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/776f04d9e2184a5f84efc7878025123bse7305dpnp_eng.pdf
CIRCULAR LETTER NO. 7/3/DPNP ASSET QUALITY RATING FOR COMMERCIAL BANKS  AND  APPENDIX,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/c18299d5f0d649e180512863e6458ef4apdx_se7305dpnp_eng.pdf
"CIRCULAR LETTER NO. 7/2/DPM THE SEVENTH ALTERATION ON BANK INDONESIA CIRCULAR LETTER NO. 6/20/DPM DATED APRIL 26, 2004 CONCERNING THE INTEREST RATE FOR THIRD PARTY DEPOSIT AND INTERBANK MONEY MARKET UNDER GOVERNMENT GUARANTEE","The Seventh Alteration on Bank Indonesia Circular Letter No. 6/20/DPM Dated April 26, 2004 Concerning the Interest Rate for Third Party Deposit and Interbank Money Market under Government Guarantee",https://www.bi.go.id/en/publikasi/peraturan/Documents/e6575027ba2b499dba51f31a534438deSE72DPMeng.pdf
BANK INDONESIA REGULATION NO. 7/9/PBI/2005 SHARIA RURAL BANK MONTHLY REPORTS,Sharia Rural Bank Monthly Reports,https://www.bi.go.id/en/publikasi/peraturan/Documents/ad580a7cca8241418c0d3ff91766f477pbi7905eng.pdf
BANK INDONESIA REGULATION NO. 7/8/PBI/2005 THE DEBTOR INFORMATION SYSTEM,The Debtor Information System,https://www.bi.go.id/en/publikasi/peraturan/Documents/6da2e2d4074645da8a235ed8847b3489pbi7805_eng.pdf
BANK INDONESIA REGULATION NO. 7/7/PBI/2005 RESOLUTION OF CUSTOMER COMPLAINTS,Resolution of Customer Complaints,https://www.bi.go.id/en/publikasi/peraturan/Documents/db073474706a4020b3e4b23a0b12a3aepbi7705.pdf
BANK INDONESIA REGULATION NO. 7/6/PBI/2005 TRANSPARENCY IN BANK PRODUCT INFORMATION AND USE OF CUSTOMER PERSONAL DATA,Transparency In Bank Product Information And Use Of Customer Personal Data,https://www.bi.go.id/en/publikasi/peraturan/Documents/0592d462186b42cfbceb65931b098eebpbi7605_eng.pdf
"BANK INDONESIA REGULATION NO. 7/5/PBI/2005 SPECIAL TREATMENT FOR COMMERCIAL BANK CREDIT FOLLOWING THE NATIONAL DISASTER IN THE ACEH PROVINCE AND NIAS REGENCY, NORTH SUMATRA PROVINCE","Special Treatment For Commercial Bank Credit Following The National Disaster In The Aceh Province And Nias Regency, North Sumatra Province",https://www.bi.go.id/en/publikasi/peraturan/Documents/8a3f37a1ed844bfb9ec5de0ec8d1d76aPBI7505eng.pdf
BANK INDONESIA REGULATION NO. 7/4/PBI/2005 PRUDENTIAL PRINCIPLES IN ASSET SECURITIZATION FOR COMMERCIAL BANKS,Prudential Principles in Asset Securitization for Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/d84129499d84493c9756b2329907a7b6pbi7405_eng.pdf
BANK INDONESIA REGULATION NO. 7/3/PBI/2005 THE LEGAL LENDING LIMIT FOR COMMERCIAL BANKS,The Legal Lending Limit For Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/04405038b2c74eaeadc3786ed92a7511pbi7305eng.pdf
BANK INDONESIA REGULATION NO. 7/2/PBI/2005 ASSET QUALITY RATING FOR COMMERCIAL BANKS,Asset Quality Rating For Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/c8eb2fa834b4425cb71a1f94724b15dapbi7205_eng_rev.pdf
BANK INDONESIA REGULATION NO. 7/1/PBI/2005 BANK FOREIGN BORROWINGS  AND  APPENDIX,Bank Foreign Borrowings,https://www.bi.go.id/en/publikasi/peraturan/Documents/34c34140e6a549d58493928ce621ae2apbi7105_eng.pdf
BANK INDONESIA REGULATION NO. 7/1/PBI/2005 BANK FOREIGN BORROWINGS  AND  APPENDIX,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/25acedaf274c42a88e901ad437b7ebf1appendix7105.pdf
CIRCULAR LETTER NO. 7/1/DPM IMPLEMENTATION OF FINE TUNE OPERATIONS TRANSACTIONS IN OPEN MARKET OPERATIONS  AND  APPENDIX,Implementation of Fine Tune Operations Transactions In Open Market Operations,https://www.bi.go.id/en/publikasi/peraturan/Documents/95cfd737b8f64bcea2fa1f34428a4709se7105eng.pdf
CIRCULAR LETTER NO. 7/1/DPM IMPLEMENTATION OF FINE TUNE OPERATIONS TRANSACTIONS IN OPEN MARKET OPERATIONS  AND  APPENDIX,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/d5b716b7297f49d188f4f65308d651a2appdxse7105eng.pdf
BANK INDONESIA REGULATION NO. 6/33/PBI/2004 SECOND AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,Second Amendment to Bank Indonesia Regulation Number 4/9/PBI/2002 Concerning Open Market Operations,https://www.bi.go.id/en/publikasi/peraturan/Documents/4e7d8dc926e140a6a4eb30248d796a3dPBI63304_engl.pdf
"CIRCULAR LETTER NO. 6/50/DPM THE SIXTH ALTERATION ON BANK INDONESIA CIRCULAR LETTER NO. 6/20/DPM DATED APRIL 26, 2004 CONCERNING BLANKET GUARANTEE INTEREST RATE FOR DEPOSIT AND INTERBANK MONEY MARKET","The Sixth Alteration on Bank Indonesia Circular Letter No. 6/20/DPM Dated April 26, 2004 Concerning Blanket Guarantee Interest Rate for Deposit and Interbank Money Market",https://www.bi.go.id/en/publikasi/peraturan/Documents/4f4942b37da74b77950e88a4f94fc38ase650dpm_eng.pdf
